,Date created,Tweet_ID,Tweet_text,clean_tweet,,Labels
88,23-07-2020 19:26,1.29E+18,They goin catch y’all asses https://t.co/vNmneu0LVO,They goin catch y’all asses https://t.co/vNmneu0LVO,,-
89,23-07-2020 19:26,1.29E+18,@BadNewsMaestro Nasty asses. I had someone’s spaghetti today &amp; it was filled with sugar. Couldn’t even taste the meat or sauce.,Nasty asses. I had someone’s spaghetti today &amp; it was filled with sugar. Couldn’t even taste the meat or sauce.,,-
90,23-07-2020 19:26,1.29E+18,RT @serataino: @qpyoungnews @RepTedYoho @AOC Florida politicians keep showing their swampy asses. Instead of worrying about the mismanageme…,RT Florida politicians keep showing their swampy asses. Instead of worrying about the mismanageme…,,-
91,23-07-2020 19:26,1.29E+18,@thezacattack @danthemannxxx Wow double phat Perfect asses can I have both at the same time,Wow double phat Perfect asses can I have both at the same time,,-
92,23-07-2020 19:26,1.29E+18,Then I look at the average per capita income in Kentucky and I’m like..... our broke asses really are making more m… https://t.co/HFXTxzzJWo,Then I look at the average per capita income in Kentucky and I’m like..... our broke asses really are making more m… https://t.co/HFXTxzzJWo,,+
93,23-07-2020 19:26,1.29E+18,"@karenkasler A billion dollars for 1500 jobs? Kiss our asses, Mike!","A billion dollars for 1500 jobs? Kiss our asses, Mike!",,-
94,23-07-2020 19:26,1.29E+18,"RT @thefisherman81: @odonnell_r @KevinJacksonTBS Boots on the ground, foots in asses. Get hot boys. Time to regulate.","RT Boots on the ground, foots in asses. Get hot boys. Time to regulate.",,-
95,23-07-2020 19:25,1.29E+18,"Digging in and ready to learn. ""If teachers and students work together to asses, track, and reflect in the learning… https://t.co/7OdpnSpZAL","Digging in and ready to learn. ""If teachers and students work together to asses, track, and reflect in the learning… https://t.co/7OdpnSpZAL",,+
96,23-07-2020 19:25,1.29E+18,"New episode alert! This week we watched Twelve Monkeys and there are a lot of asses 🍑 if you don't like nudity, may… https://t.co/tN3Iao0PTP","New episode alert! This week we watched Twelve Monkeys and there are a lot of asses 🍑 if you don't like nudity, may… https://t.co/tN3Iao0PTP",,-
97,23-07-2020 19:25,1.29E+18,RT @itsloutual: The way they are probably cuddling on their king size bed laughing their asses off at us right now -,RT The way they are probably cuddling on their king size bed laughing their asses off at us right now -,,+
98,23-07-2020 19:25,1.29E+18,"@OLRiveraUSMC @BlewideScorpio_ @EricDJuly We're their boss. So, we either take it into our own hands or we vote their asses out.","We're their boss. So, we either take it into our own hands or we vote their asses out.",,-
99,23-07-2020 19:25,1.29E+18,i feel so sad knowing that seulrene worked their asses for months for us to only give them ONE win and not enough v… https://t.co/WrdIVn4BPO,i feel so sad knowing that seulrene worked their asses for months for us to only give them ONE win and not enough v… https://t.co/WrdIVn4BPO,,+
100,23-07-2020 19:25,1.29E+18,Y’all really out here scamming y’all asses off huh?!,Y’all really out here scamming y’all asses off huh?!,,-
101,23-07-2020 19:25,1.29E+18,RT @savorstyles: people will never understand the joy one direction has given us i mean there was literally NOTHING better than laughing ou…,RT people will never understand the joy one direction has given us i mean there was literally NOTHING better than laughing ou…,,+
102,23-07-2020 19:25,1.29E+18,"""we're just swimming round in our glasses // and talking out of our asses"" 1D writers just sitting with a rhymes book and we lap it up 🙃","""we're just swimming round in our glasses // and talking out of our asses"" 1D writers just sitting with a rhymes book and we lap it up 🙃",,+
103,23-07-2020 19:25,1.29E+18,RT @mokhathi: You guys in media provided cover for Ramaphosa bullshit and it is now biting all of us in our asses.,RT You guys in media provided cover for Ramaphosa bullshit and it is now biting all of us in our asses.,,-
104,23-07-2020 19:25,1.29E+18,@NatalieKalibat @WashingtonNFL I hope they leave it exactly like that. It's left the PC police scratching their asses.,I hope they leave it exactly like that. It's left the PC police scratching their asses.,,-
105,23-07-2020 19:25,1.29E+18,More jack asses hunting cows... https://t.co/oa8W7ooy3j,More jack asses hunting cows... https://t.co/oa8W7ooy3j,,-
106,23-07-2020 19:25,1.29E+18,"@oasisacquiesce YEF OK£{!}+,€?¥PEOPLR WOULD MAKW VIDEOS AND SERIES ON YOUTUBE AND I WAS SO FAR UP THE YOUTUBERS ASS… https://t.co/D8WJIkZDD4","YEF OK£{!}+,€?¥PEOPLR WOULD MAKW VIDEOS AND SERIES ON YOUTUBE AND I WAS SO FAR UP THE YOUTUBERS ASS… https://t.co/D8WJIkZDD4",,-
107,23-07-2020 19:24,1.29E+18,"RT @joohyunsdyke: this voting thing really kicking y'all's asses 😐 what's so hard about downloading an app and voting, it literally takes a…","RT this voting thing really kicking y'all's asses 😐 what's so hard about downloading an app and voting, it literally takes a…",,-
108,23-07-2020 19:24,1.29E+18,@Mrs1Directi0neR @chartdata @1DStalker When y'll are always up our asses about how 1d is supposedly better than bt5… https://t.co/ytXygIMv5e,When y'll are always up our asses about how 1d is supposedly better than bt5… https://t.co/ytXygIMv5e,,-
109,23-07-2020 19:24,1.29E+18,@TinamarieLobue They laughed their asses off at how stupidly asleep humanity is/was. You made horrific wrong choice… https://t.co/9IDNJpEM6u,They laughed their asses off at how stupidly asleep humanity is/was. You made horrific wrong choice… https://t.co/9IDNJpEM6u,,+
110,23-07-2020 19:24,1.29E+18,Lmfaoooo dumb asses https://t.co/01o12KzWzN,Lmfaoooo dumb asses https://t.co/01o12KzWzN,,-
111,23-07-2020 19:24,1.29E+18,imma snitch their asses out so fast,imma snitch their asses out so fast,,-
112,24-07-2020 05:10,1.29E+18,"@AmiriKing The Governor of CA @GavinNewsom  is a total assface.  As a resident of SoCal CA, his time is limited. He… https://t.co/1I0WhMplpw","The Governor of CA is a total assface. As a resident of SoCal CA, his time is limited. He… https://t.co/1I0WhMplpw",,-
113,24-07-2020 04:40,1.29E+18,"Hey @__AssFace and @DustyPee if I was considering leaving his current city, either SYD/MEL, what’s your recommendat… https://t.co/NJzAjZygiC","Hey and if I was considering leaving his current city, either SYD/MEL, what’s your recommendat… https://t.co/NJzAjZygiC",,+
114,24-07-2020 04:15,1.29E+18,"@__AssFace similarly, drinks in jars - hanging offence.","similarly, drinks in jars - hanging offence.",,+
115,24-07-2020 04:04,1.29E+18,RT @babypoutsalot: stupid assface turd fucker,RT stupid assface turd fucker,,-
116,24-07-2020 04:01,1.29E+18,@Spannerz23 @__AssFace Mmmmmmm beer from the keg 🍺🍺🍺 https://t.co/AAhsry3S7u,Mmmmmmm beer from the keg 🍺🍺🍺 https://t.co/AAhsry3S7u,,+
117,24-07-2020 03:51,1.29E+18,@__AssFace @DustyPee None of us in VIC are getting it either,None of us in VIC are getting it either,,+
118,24-07-2020 03:48,1.29E+18,@__AssFace @DustyPee https://t.co/tMToCX3ToX,https://t.co/tMToCX3ToX,,+
119,24-07-2020 03:36,1.29E+18,RT @babypoutsalot: stupid assface turd fucker,RT stupid assface turd fucker,,-
120,24-07-2020 03:36,1.29E+18,stupid assface turd fucker,stupid assface turd fucker,,-
121,24-07-2020 03:32,1.29E+18,oh FFS not another one! 🙄 its like a fucking cult. https://t.co/6oLpQ8hcjr,oh FFS not another one! 🙄 its like a fucking cult. https://t.co/6oLpQ8hcjr,,+
122,24-07-2020 03:28,1.29E+18,"OMFG will my phone just fucken shut up?!?! i dont know about you, but the absolute last thing i want my ph to to is… https://t.co/0qx2x7zjea","OMFG will my phone just fucken shut up?!?! i dont know about you, but the absolute last thing i want my ph to to is… https://t.co/0qx2x7zjea",,-
123,24-07-2020 03:20,1.29E+18,@AdamHanteler @MikeLeslieWFAA Yeah that's exactly what they were kneeling about assface,Yeah that's exactly what they were kneeling about assface,,-
124,24-07-2020 02:46,1.29E+18,@NYGovCuomo Absolutely not assface,Absolutely not assface,,-
125,24-07-2020 02:35,1.29E+18,@__AssFace You would love @WeWantPlates,You would love,,+
126,24-07-2020 01:52,1.29E+18,@donwinslow Donated $5 to #JaimeHarrison today. #SouthCarolina Assface Graham is running hideous ads against him there.,Donated $5 to #JaimeHarrison today. #SouthCarolina Assface Graham is running hideous ads against him there.,,-
127,24-07-2020 01:48,1.29E+18,@__AssFace @DustyPee Gagandeep Onnit?,Gagandeep Onnit?,,+
128,24-07-2020 01:47,1.29E+18,@__AssFace @DustyPee Landon Cidem ?,Landon Cidem ?,,+
129,24-07-2020 01:06,1.29E+18,"@DustyPee @__AssFace I was going to move on  to Ben D'over next.
18,2020-07-24 01:05:17,1286467455276052480,@mr_cognitive @__AssFace This could go on for weeks you realise?,[],{'iso_language_code': 'en'","I was going to move on to Ben D'over next. 18,2020-07-24 01:05:17,1286467455276052480,@mr_cognitive This could go on for weeks you realise?,[],{'iso_language_code': 'en'",,+
130,24-07-2020 01:04,1.29E+18,"@__AssFace @DustyPee It's be like if you called yourself Phil McCracken.
20,2020-07-24 01:00:00,1286466124465438723,Twat assface shitface god damn it.,[],{'iso_language_code': 'en'","It's be like if you called yourself Phil McCracken. 20,2020-07-24 01:00:00,1286466124465438723,Twat assface shitface god damn it.,[],{'iso_language_code': 'en'",,-
131,24-07-2020 00:52,1.29E+18,@__AssFace @DustyPee Dusty would be Mike Oxtiny.,Dusty would be Mike Oxtiny.,,+
132,23-07-2020 22:35,1.29E+18,@StompTheGOP I got the grass cut! Sounds like it's more than assface accomplished today.,I got the grass cut! Sounds like it's more than assface accomplished today.,,-
133,23-07-2020 22:10,1.29E+18,"“he’s got assface” - my mother, in reference to a democratic representative who shall not be named","“he’s got assface” - my mother, in reference to a democratic representative who shall not be named",,-
134,23-07-2020 21:47,1.29E+18,@byChrisJoseph @benjam_n01 Being too shitty for a man who puts pics of assholes on clothes is really the moment to… https://t.co/q0ocUtRzg6,Being too shitty for a man who puts pics of assholes on clothes is really the moment to… https://t.co/q0ocUtRzg6,,-
135,23-07-2020 20:46,1.29E+18,@ChiChiGreenblat @noneofyours99 @kanyewest Yes it can— we would get 4 more years of assface,Yes it can— we would get 4 more years of assface,,-
136,23-07-2020 20:06,1.29E+18,So everyone else can risk their lives? Nice. Assface. https://t.co/4aECWxtfIn,So everyone else can risk their lives? Nice. Assface. https://t.co/4aECWxtfIn,,-
137,23-07-2020 18:27,1.29E+18,"@RepTedYoho hey assface, no one asked you to apologize for your faith in god","hey assface, no one asked you to apologize for your faith in god",,-
138,23-07-2020 18:02,1.29E+18,"@LindseyGrahamSC Here's Miss Lindsey laying the groundwork for assface trump to bomb someone. #LadyG
29,2020-07-23 17:38:01,1286354897982689281,""Hahahahah Ohhhh very funny assface maybe we'll see whose laughing!!!!!!""""","Here's Miss Lindsey laying the groundwork for assface trump to bomb someone. #LadyG 29,2020-07-23 17:38:01,1286354897982689281,""Hahahahah Ohhhh very funny assface maybe we'll see whose laughing!!!!!!""""",,-
139,23-07-2020 16:00,1.29E+18,Cock fuck piss twat prick assface bastard motherfucking FUCK shitface fuck prick bitch fucking assface nyehh FUCK FUCK FUCK cunthole!,Cock fuck piss twat prick assface bastard motherfucking FUCK shitface fuck prick bitch fucking assface nyehh FUCK FUCK FUCK cunthole!,,-
140,23-07-2020 15:33,1.29E+18,"Good luck with that, assface. This is America. 🇺🇸 https://t.co/FbeeL0YW9a","Good luck with that, assface. This is America. 🇺🇸 https://t.co/FbeeL0YW9a",,-
141,23-07-2020 14:43,1.29E+18,Assface is making up for not tweeting yesterday thats for sure.,Assface is making up for not tweeting yesterday thats for sure.,,-
142,23-07-2020 13:46,1.29E+18,"""Straight faced"" ? Don't you mean #assface considering her recent surgery? https://t.co/zZ3cuRuDgy","""Straight faced"" ? Don't you mean #assface considering her recent surgery? https://t.co/zZ3cuRuDgy",,-
143,23-07-2020 13:36,1.29E+18,@AdverTina @MichaelRapaport Yup- a face destine for radio!! #AssFace,Yup- a face destine for radio!! #AssFace,,-
144,23-07-2020 11:57,1.29E+18,@RachelLarris @AaronBlake savvy and assface have never met,savvy and assface have never met,,+
